1, extreme_hills, still_life:alpine_heathlands, MONSTER, minecraft:spider, 80, 4, 4
4290, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4291, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4292, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4293, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4294, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4303, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4304, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4305, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4306, forest, still_life:old_growth_temperate_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4307, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:spider, 80, 4, 4
4308, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
4309, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4310, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
4311, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
4312, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:slime, 80, 4, 4
4313, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
4314, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
4315, jungle, still_life:old_growth_tropical_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
4316, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:sheep, 0, 4, 4
4317, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
4318, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
4319, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:cow, 0, 4, 4
4320, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
4321, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
4322, jungle, still_life:old_growth_tropical_rainforest, CREATURE, minecraft:panda, 10, 1, 2
4323, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:budgerigar, 10, 2, 5
4324, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:cassowary, 10, 2, 5
4325, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:cockatoo, 10, 2, 5
4326, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
4327, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4328, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:kiwi, 10, 2, 5
4329, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4330, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:macaw, 10, 2, 5
4331, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:peafowl, 10, 2, 5
4332, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:pelican, 10, 2, 5
4333, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:pigeon, 12, 2, 5
4334, jungle, still_life:old_growth_tropical_rainforest, CREATURE, exoticbirds:toucan, 10, 2, 5
4335, jungle, still_life:old_growth_tropical_rainforest, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
4336, jungle, still_life:old_growth_tropical_rainforest, CREATURE, epichunt:goat, 10, 1, 3
4338, jungle, still_life:old_growth_tropical_rainforest, CREATURE, epichunt:owl, 12, 1, 2
4339, jungle, still_life:old_growth_tropical_rainforest, AMBIENT, minecraft:bat,80, 8, 8
4340, jungle, still_life:old_growth_tropical_rainforest, AMBIENT, epichunt:kestrel, 10, 1, 1
4341, jungle, still_life:old_growth_tropical_rainforest, AMBIENT, epichunt:eagle, 10, 1, 1
4342, jungle, still_life:old_growth_tropical_rainforest, AMBIENT, epichunt:hawk, 10, 1, 1
4343, jungle, still_life:old_growth_tropical_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4344, jungle, still_life:old_growth_tropical_rainforest, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
4353, jungle, still_life:old_growth_tropical_rainforest, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
4354, jungle, still_life:old_growth_tropical_rainforest, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
4355, forest, still_life:pine_woods, MONSTER, minecraft:spider, 80, 4, 4
4356, forest, still_life:pine_woods, MONSTER, minecraft:zombie, 80, 4, 4
4357, forest, still_life:pine_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
4358, forest, still_life:pine_woods, MONSTER, minecraft:skeleton, 80, 4, 4
4359, forest, still_life:pine_woods, MONSTER, minecraft:creeper, 80, 4, 4
4360, forest, still_life:pine_woods, MONSTER, minecraft:slime, 80, 4, 4
4361, forest, still_life:pine_woods, MONSTER, minecraft:enderman, 5, 1, 4
4362, forest, still_life:pine_woods, MONSTER, minecraft:witch, 5, 1, 1
4363, forest, still_life:pine_woods, MONSTER, epichunt:wolf, 10, 1, 3
4364, forest, still_life:pine_woods, CREATURE, minecraft:sheep, 0, 4, 4
4365, forest, still_life:pine_woods, CREATURE, minecraft:pig, 10, 4, 4
4366, forest, still_life:pine_woods, CREATURE, minecraft:chicken, 10, 4, 4
4367, forest, still_life:pine_woods, CREATURE, minecraft:fox, 10, 1, 2
4368, forest, still_life:pine_woods, CREATURE, minecraft:wolf, 10, 3, 5
4369, forest, still_life:pine_woods, CREATURE, minecraft:cow, 0, 4, 4
4370, forest, still_life:pine_woods, CREATURE, minecraft:horse, 0, 2, 6
4371, forest, still_life:pine_woods, CREATURE, minecraft:donkey, 0, 1, 1
4372, forest, still_life:pine_woods, CREATURE, exoticbirds:bluejay, 12, 2, 5
4373, forest, still_life:pine_woods, CREATURE, exoticbirds:cardinal, 12, 2, 5
4374, forest, still_life:pine_woods, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4375, forest, still_life:pine_woods, CREATURE, exoticbirds:kiwi, 10, 2, 5
4376, forest, still_life:pine_woods, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4377, forest, still_life:pine_woods, CREATURE, exoticbirds:magpie, 12, 2, 5
4378, forest, still_life:pine_woods, CREATURE, exoticbirds:owl, 10, 2, 5
4379, forest, still_life:pine_woods, CREATURE, exoticbirds:peafowl, 10, 2, 5
4380, forest, still_life:pine_woods, CREATURE, exoticbirds:pigeon, 12, 2, 5
4381, forest, still_life:pine_woods, CREATURE, exoticbirds:robin, 12, 2, 5
4382, forest, still_life:pine_woods, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4383, forest, still_life:pine_woods, CREATURE, epichunt:deer, 12, 1, 3
4384, forest, still_life:pine_woods, CREATURE, epichunt:doe, 12, 1, 3
4385, forest, still_life:pine_woods, CREATURE, epichunt:roe_deer, 12, 1, 3
4386, forest, still_life:pine_woods, CREATURE, epichunt:pheasant, 15, 1, 3
4387, forest, still_life:pine_woods, CREATURE, epichunt:quail, 15, 2, 4
4388, forest, still_life:pine_woods, CREATURE, epichunt:lynx, 10, 1, 3
4389, forest, still_life:pine_woods, CREATURE, epichunt:wisent, 10, 1, 3
4390, forest, still_life:pine_woods, CREATURE, epichunt:goat, 10, 1, 3
4391, forest, still_life:pine_woods, CREATURE, epichunt:boar, 12, 1, 3
4392, forest, still_life:pine_woods, CREATURE, epichunt:bear, 10, 1, 3
4393, forest, still_life:pine_woods, CREATURE, epichunt:badger, 10, 1, 1
4394, forest, still_life:pine_woods, CREATURE, epichunt:moose, 10, 1, 3
4395, forest, still_life:pine_woods, CREATURE, epichunt:beaver, 10, 1, 3
4396, forest, still_life:pine_woods, CREATURE, epichunt:hare, 12, 2, 4
4398, forest, still_life:pine_woods, CREATURE, epichunt:nightingale, 15, 3, 5
4399, forest, still_life:pine_woods, CREATURE, epichunt:raven, 10, 1, 3
4400, forest, still_life:pine_woods, CREATURE, epichunt:owl, 12, 1, 2
4401, forest, still_life:pine_woods, AMBIENT, minecraft:bat,80, 8, 8
4402, forest, still_life:pine_woods, AMBIENT, epichunt:kestrel, 10, 1, 1
4403, forest, still_life:pine_woods, AMBIENT, epichunt:eagle, 10, 1, 1
4404, forest, still_life:pine_woods, AMBIENT, epichunt:hawk, 10, 1, 1
4405, forest, still_life:pine_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4406, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4407, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4408, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4409, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4410, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4419, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4420, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4421, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4422, forest, still_life:pine_woods, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4423, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
4424, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
4425, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
4426, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
4427, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
4428, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
4429, plains, minecraft:plains, MONSTER, minecraft:enderman, 5, 1, 4
4430, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
4431, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
4432, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
4433, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
4434, plains, minecraft:plains, CREATURE, minecraft:cow, 10, 4, 4
4435, plains, minecraft:plains, CREATURE, minecraft:horse, 10, 2, 6
4436, plains, minecraft:plains, CREATURE, minecraft:donkey, 10, 1, 3
4437, plains, minecraft:plains, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4438, plains, minecraft:plains, CREATURE, exoticbirds:peafowl, 10, 2, 5
4439, plains, minecraft:plains, CREATURE, exoticbirds:pigeon, 12, 2, 5
4440, plains, minecraft:plains, CREATURE, epichunt:pheasant, 15, 1, 3
4441, plains, minecraft:plains, CREATURE, epichunt:quail, 15, 2, 4
4442, plains, minecraft:plains, CREATURE, epichunt:wisent, 10, 1, 3
4443, plains, minecraft:plains, CREATURE, epichunt:goat, 10, 1, 3
4444, plains, minecraft:plains, CREATURE, epichunt:boar, 12, 1, 3
4445, plains, minecraft:plains, CREATURE, epichunt:badger, 10, 1, 1
4446, plains, minecraft:plains, CREATURE, epichunt:hare, 12, 2, 4
4447, plains, minecraft:plains, CREATURE, epichunt:duck,0, 1, 3
4448, plains, minecraft:plains, CREATURE, epichunt:drake,0, 1, 3
4449, plains, minecraft:plains, CREATURE, epichunt:goose, 10, 2, 4
4451, plains, minecraft:plains, CREATURE, epichunt:loon, 12, 2, 4
4452, plains, minecraft:plains, CREATURE, epichunt:partridge, 12, 2, 4
4453, plains, minecraft:plains, CREATURE, epichunt:raven, 10, 1, 3
4454, plains, minecraft:plains, CREATURE, epichunt:owl, 12, 1, 2
4455, plains, minecraft:plains, AMBIENT, minecraft:bat,80, 8, 8
4456, plains, minecraft:plains, AMBIENT, epichunt:kestrel, 10, 1, 1
4457, plains, minecraft:plains, AMBIENT, epichunt:eagle, 10, 1, 1
4458, plains, minecraft:plains, AMBIENT, epichunt:hawk, 10, 1, 1
4459, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4460, plains, minecraft:plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4461, plains, minecraft:plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4462, plains, minecraft:plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4463, plains, minecraft:plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4464, plains, minecraft:plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4473, plains, minecraft:plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4474, plains, minecraft:plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4475, plains, minecraft:plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4476, plains, minecraft:plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4477, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
4478, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
4479, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
4480, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
4481, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
4482, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
4483, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
4484, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
4485, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
4486, river, minecraft:river, CREATURE, exoticbirds:duck, 10, 2, 5
4487, river, minecraft:river, CREATURE, exoticbirds:flamingo, 10, 2, 5
4488, river, minecraft:river, CREATURE, exoticbirds:gull, 12, 2, 5
4489, river, minecraft:river, CREATURE, exoticbirds:heron, 10, 2, 5
4490, river, minecraft:river, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4491, river, minecraft:river, CREATURE, exoticbirds:kingfisher, 10, 2, 5
4492, river, minecraft:river, CREATURE, exoticbirds:pelican, 10, 2, 5
4493, river, minecraft:river, CREATURE, exoticbirds:pigeon, 12, 2, 5
4494, river, minecraft:river, CREATURE, exoticbirds:swan, 10, 2, 5
4495, river, minecraft:river, CREATURE, epichunt:goat, 10, 1, 3
4496, river, minecraft:river, CREATURE, epichunt:beaver, 10, 1, 3
4497, river, minecraft:river, CREATURE, epichunt:duck,0, 1, 3
4498, river, minecraft:river, CREATURE, epichunt:drake,0, 1, 3
4499, river, minecraft:river, CREATURE, epichunt:goose, 10, 2, 4
4501, river, minecraft:river, CREATURE, epichunt:white_stork, 12, 2, 2
4502, river, minecraft:river, CREATURE, epichunt:common_crane, 12, 2, 2
4503, river, minecraft:river, CREATURE, epichunt:loon, 12, 2, 4
4504, river, minecraft:river, CREATURE, epichunt:owl, 12, 1, 2
4505, river, minecraft:river, AMBIENT, minecraft:bat,80, 8, 8
4506, river, minecraft:river, AMBIENT, epichunt:kestrel, 10, 1, 1
4507, river, minecraft:river, AMBIENT, epichunt:eagle, 10, 1, 1
4508, river, minecraft:river, AMBIENT, epichunt:hawk, 10, 1, 1
4509, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4510, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
4511, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
4512, river, minecraft:river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4513, river, minecraft:river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4514, river, minecraft:river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4515, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4516, river, minecraft:river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4517, river, minecraft:river, WATER_AMBIENT, epichunt:carp,10, 3, 5
4518, river, minecraft:river, WATER_AMBIENT, epichunt:eel,10, 1, 3
4519, river, minecraft:river, WATER_AMBIENT, epichunt:perches,10, 3, 5
4520, river, minecraft:river, WATER_AMBIENT, epichunt:pikefish,10, 3, 5
4521, river, minecraft:river, WATER_AMBIENT, epichunt:roach,10, 3, 5
4522, river, minecraft:river, WATER_AMBIENT, epichunt:zander,10, 3, 5
4523, river, minecraft:river, WATER_AMBIENT, epichunt:trout,10, 3, 5
4524, river, minecraft:river, WATER_AMBIENT, epichunt:catfish,10, 1, 1
4525, river, minecraft:river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4526, river, minecraft:river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4527, river, minecraft:river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4528, river, minecraft:river, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 2, 4
4529, river, minecraft:river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4530, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
4531, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
4532, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
4533, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
4534, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
4535, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
4536, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
4537, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
4538, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
4539, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
4540, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
4541, savanna, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
4542, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
4543, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
4544, savanna, minecraft:savanna, CREATURE, exoticbirds:budgerigar, 10, 2, 5
4545, savanna, minecraft:savanna, CREATURE, exoticbirds:cassowary, 10, 2, 5
4546, savanna, minecraft:savanna, CREATURE, exoticbirds:cockatoo, 10, 2, 5
4547, savanna, minecraft:savanna, CREATURE, exoticbirds:crane, 10, 2, 5
4548, savanna, minecraft:savanna, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
4549, savanna, minecraft:savanna, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4550, savanna, minecraft:savanna, CREATURE, exoticbirds:kookaburra, 10, 2, 5
4551, savanna, minecraft:savanna, CREATURE, exoticbirds:ostrich, 10, 2, 5
4552, savanna, minecraft:savanna, CREATURE, exoticbirds:peafowl, 10, 2, 5
4553, savanna, minecraft:savanna, CREATURE, exoticbirds:pigeon, 12, 2, 5
4554, savanna, minecraft:savanna, CREATURE, exoticbirds:roadrunner, 10, 2, 5
4555, savanna, minecraft:savanna, CREATURE, epichunt:wisent, 10, 1, 3
4556, savanna, minecraft:savanna, CREATURE, epichunt:goat, 10, 1, 3
4558, savanna, minecraft:savanna, CREATURE, epichunt:owl, 12, 1, 2
4559, savanna, minecraft:savanna, AMBIENT, minecraft:bat,80, 8, 8
4560, savanna, minecraft:savanna, AMBIENT, epichunt:kestrel, 10, 1, 1
4561, savanna, minecraft:savanna, AMBIENT, epichunt:eagle, 10, 1, 1
4562, savanna, minecraft:savanna, AMBIENT, epichunt:hawk, 10, 1, 1
4563, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4564, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4565, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4566, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4567, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4576, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4577, beach, still_life:savanna_beach, MONSTER, minecraft:spider, 10, 4, 4
4578, beach, still_life:savanna_beach, MONSTER, minecraft:drowned, 10, 1, 4
4579, beach, still_life:savanna_beach, MONSTER, minecraft:zombie, 80, 4, 4
4580, beach, still_life:savanna_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
4581, beach, still_life:savanna_beach, MONSTER, minecraft:skeleton, 80, 4, 4
4582, beach, still_life:savanna_beach, MONSTER, minecraft:creeper, 80, 4, 4
4583, beach, still_life:savanna_beach, MONSTER, minecraft:slime, 80, 4, 4
4584, beach, still_life:savanna_beach, MONSTER, minecraft:enderman, 5, 1, 4
4585, beach, still_life:savanna_beach, MONSTER, minecraft:witch, 5, 1, 1
4586, beach, still_life:savanna_beach, CREATURE, minecraft:turtle, 10, 2, 5
4587, beach, still_life:savanna_beach, CREATURE, exoticbirds:booby, 10, 2, 5
4588, beach, still_life:savanna_beach, CREATURE, exoticbirds:duck, 10, 2, 5
4589, beach, still_life:savanna_beach, CREATURE, exoticbirds:flamingo, 10, 2, 5
4590, beach, still_life:savanna_beach, CREATURE, exoticbirds:gull, 12, 2, 5
4591, beach, still_life:savanna_beach, CREATURE, exoticbirds:heron, 10, 2, 5
4592, beach, still_life:savanna_beach, CREATURE, exoticbirds:pelican, 10, 2, 5
4593, beach, still_life:savanna_beach, CREATURE, exoticbirds:pigeon, 12, 2, 5
4594, beach, still_life:savanna_beach, CREATURE, exoticbirds:swan, 10, 2, 5
4595, beach, still_life:savanna_beach, CREATURE, epichunt:goat, 10, 1, 3
4596, beach, still_life:savanna_beach, CREATURE, epichunt:great_auk, 12, 2, 4
4597, beach, still_life:savanna_beach, CREATURE, epichunt:razorbill, 12, 2, 4
4599, beach, still_life:savanna_beach, CREATURE, epichunt:owl, 12, 1, 2
4600, beach, still_life:savanna_beach, AMBIENT, minecraft:bat,80, 8, 8
4601, beach, still_life:savanna_beach, AMBIENT, epichunt:kestrel, 10, 1, 1
4602, beach, still_life:savanna_beach, AMBIENT, epichunt:eagle, 10, 1, 1
4603, beach, still_life:savanna_beach, AMBIENT, epichunt:hawk, 10, 1, 1
4604, beach, still_life:savanna_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4605, beach, still_life:savanna_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
4606, beach, still_life:savanna_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
4607, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:bass, 70, 3, 5
4608, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
4609, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
4610, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:herring, 80, 7, 10
4611, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
4612, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
4613, beach, still_life:savanna_beach, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
4622, beach, still_life:savanna_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4623, beach, still_life:savanna_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
4624, beach, still_life:savanna_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
4625, savanna, still_life:savanna_highlands, MONSTER, minecraft:spider, 80, 4, 4
4626, savanna, still_life:savanna_highlands, MONSTER, minecraft:zombie, 80, 4, 4
4627, savanna, still_life:savanna_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
4628, savanna, still_life:savanna_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
4629, savanna, still_life:savanna_highlands, MONSTER, minecraft:creeper, 80, 4, 4
4630, savanna, still_life:savanna_highlands, MONSTER, minecraft:slime, 80, 4, 4
4631, savanna, still_life:savanna_highlands, MONSTER, minecraft:enderman, 5, 1, 4
4632, savanna, still_life:savanna_highlands, MONSTER, minecraft:witch, 5, 1, 1
4633, savanna, still_life:savanna_highlands, CREATURE, minecraft:sheep, 10, 4, 4
4634, savanna, still_life:savanna_highlands, CREATURE, minecraft:pig, 0, 4, 4
4635, savanna, still_life:savanna_highlands, CREATURE, minecraft:chicken, 0, 4, 4
4636, savanna, still_life:savanna_highlands, CREATURE, minecraft:wolf, 10, 3, 5
4637, savanna, still_life:savanna_highlands, CREATURE, minecraft:rabbit, 0, 2, 4
4638, savanna, still_life:savanna_highlands, CREATURE, minecraft:cow, 10, 4, 4
4639, savanna, still_life:savanna_highlands, CREATURE, minecraft:horse, 10, 2, 6
4640, savanna, still_life:savanna_highlands, CREATURE, minecraft:donkey, 10, 1, 1
4641, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:budgerigar, 10, 2, 5
4642, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:cassowary, 10, 2, 5
4643, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:cockatoo, 10, 2, 5
4644, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:crane, 10, 2, 5
4645, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
4646, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:hummingbird, 20, 2, 5
4647, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:kookaburra, 10, 2, 5
4648, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:ostrich, 10, 2, 5
4649, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:peafowl, 10, 2, 5
4650, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
4651, savanna, still_life:savanna_highlands, CREATURE, exoticbirds:roadrunner, 10, 2, 5
4652, savanna, still_life:savanna_highlands, CREATURE, epichunt:goat, 10, 1, 3
4654, savanna, still_life:savanna_highlands, CREATURE, epichunt:owl, 12, 1, 2
4655, savanna, still_life:savanna_highlands, AMBIENT, minecraft:bat,80, 8, 8
4656, savanna, still_life:savanna_highlands, AMBIENT, epichunt:kestrel, 10, 1, 1
4657, savanna, still_life:savanna_highlands, AMBIENT, epichunt:eagle, 10, 1, 1
4658, savanna, still_life:savanna_highlands, AMBIENT, epichunt:hawk, 10, 1, 1
4659, savanna, still_life:savanna_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4660, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4661, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4662, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4663, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4664, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4673, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4674, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4675, savanna, still_life:savanna_highlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
